abuse_number,city_name,fac_name,fac_type,inv_comp_date,online_incident_date
CK075284,HAPPY VALLEY,MONTEREY COURT ALZHEIMER'S CARE,RCF, 08/14/2007, 06/25/2007
BH164968,HAPPY VALLEY,MONTEREY COURT MEMORY CARE,RCF, 04/27/2016, 11/05/2015
CO10006,GRESHAM,MOUNTAIN VIEW RESIDENTIAL CARE FACILITY,RCF, 02/12/2010, 01/14/2010
MR429,GRESHAM,MOUNTAIN VIEW RESIDENTIAL CARE FACILITY,RCF, 06/02/2004, 02/20/2004
WB147392,MT. ANGEL,MT. ANGEL TOWERS,RCF, 09/09/2014, 06/01/2014
CO13112,MT. ANGEL,MT. ANGEL TOWERS,RCF, 08/13/2013, 08/13/2013
CO11111,MT. ANGEL,MT. ANGEL TOWERS,RCF, 09/13/2011, 09/13/2011
MV118031,MT. ANGEL,MT. ANGEL TOWERS,RCF, 05/07/2012, 08/20/2011
BC153571,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 01/18/2016, 10/15/2015
BC152746,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 10/13/2015, 09/06/2015
BC133490,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 08/07/2013, 04/20/2013
BC118481,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 07/12/2012, 10/20/2011
BC118481,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 07/12/2012, 10/20/2011
BC092757,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 12/11/2009, 11/22/2009
BC091747,PORTLAND,MT. SCOTT RESIDENTIAL CARE HOME,RCF, 08/11/2009, 07/28/2009
BH105356A,GRESHAM,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY,RCF, 11/18/2010, 09/16/2010
BH105356A,GRESHAM,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY,RCF, 11/18/2010, 09/16/2010
BH105356B,GRESHAM,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY,RCF, 11/18/2010, 09/16/2010
BH105356B,GRESHAM,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY,RCF, 11/18/2010, 09/16/2010
CO10087,GRESHAM,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY,RCF, 09/20/2010, 09/16/2010
CO10099,GRESHAM,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY,RCF, 09/20/2010, 09/16/2010
NB168691,MYRTLE POINT,MYRTLE POINT CARE CENTER RCF,RCF, 02/28/2017, 12/05/2016
AS062117,SEASIDE,NECANICUM VILLAGE,RCF, 07/26/2006, 06/25/2006
CO06028,SEASIDE,NECANICUM VILLAGE,RCF, 03/31/2006, 03/09/2006
CO04048,SEASIDE,NECANICUM VILLAGE,RCF, 06/14/2004, 06/11/2004
SS61013,SEASIDE,NECANICUM VILLAGE,RCF, 06/07/2004, 02/07/2004
AS134063,SEASIDE,NECANICUM VILLAGE MEMORY CARE,RCF, 07/02/2014, 08/06/2013
AS133008B,SEASIDE,NECANICUM VILLAGE MEMORY CARE,RCF, 01/28/2015, 04/17/2013
AS129342,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 05/31/2012, 02/26/2012
AS128912,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 03/19/2012, 01/01/2012
CO12001,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 12/30/2011, 12/07/2011
AS118425,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 02/23/2012, 11/07/2011
AS116440,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 06/30/2011, 03/01/2011
AS090660,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 05/06/2009, 03/23/2009
AS099894,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 04/13/2009, 01/09/2009
AS088743,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 11/14/2008, 08/24/2008
AS087633,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 08/08/2008, 05/10/2008
CO07112,SEASIDE,NECANICUM VILLAGE MEMORY CARE COMMUNITY,RCF, 10/08/2007, 09/20/2007
CO14131,GRESHAM,O'HARA'S MANOR,RCF, 06/03/2014, 06/03/2014
BC129481A,GRESHAM,O'HARA'S MANOR,RCF, 04/19/2012, 03/01/2012
BC129481B,GRESHAM,O'HARA'S MANOR,RCF, 04/19/2012, 03/01/2012
ES118721,EUGENE,OAKTREE RESIDENTIAL LIVING,RCF, 03/08/2012, 11/23/2011
ES116889,EUGENE,OAKTREE RESIDENTIAL LIVING,RCF, 10/19/2011, 05/01/2011
ES086858,EUGENE,OAKTREE RESIDENTIAL LIVING,RCF, 04/07/2008, 02/09/2008
ES101395,EUGENE,OAKTREE RESIDENTIAL LIVING,RCF, 12/07/2006, 10/10/2006
EG100362B,EUGENE,OAKTREE RESIDENTIAL LIVING,RCF, 08/16/2005, 08/08/2005
CK030011B,MILWAUKIE,OATFIELD ESTATES - HOOD HOUSE,RCF, 01/21/2003, 01/08/2003
CK040080,MILWAUKIE,OATFIELD ESTATES - JEFFERSON HOUSE,RCF, 05/17/2004, 02/01/2004
GB166057B,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057B,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057C,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057C,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057A,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057A,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057E,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057E,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057F,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057F,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057G,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057G,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057H,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB166057H,BROOKINGS,OCEAN PARK,RCF, 07/20/2016, 03/07/2016
GB165279,BROOKINGS,OCEAN PARK,RCF, 07/08/2016, 03/07/2016
GB165279,BROOKINGS,OCEAN PARK,RCF, 07/08/2016, 03/07/2016
GB149644,BROOKINGS,OCEAN PARK,RCF, 03/10/2015, 12/20/2014
GB147615,BROOKINGS,OCEAN PARK,RCF, 09/03/2014, 05/27/2014
GB146420,BROOKINGS,OCEAN PARK,RCF, 05/13/2014, 03/19/2014
GB145554,BROOKINGS,OCEAN PARK,RCF, 03/05/2014, 12/24/2013
GB134737,BROOKINGS,OCEAN PARK,RCF, 12/16/2013, 10/16/2013
CO13036,BROOKINGS,OCEAN PARK,RCF, 02/27/2013, 02/21/2013
GB117473A,BROOKINGS,OCEAN PARK,RCF, 09/06/2011, 03/21/2011
GB117473A,BROOKINGS,OCEAN PARK,RCF, 09/06/2011, 03/21/2011
GB117473B,BROOKINGS,OCEAN PARK,RCF, 09/06/2011, 03/21/2011
GB091033,BROOKINGS,OCEAN PARK,RCF, 07/06/2009, 05/12/2009
GB089232,BROOKINGS,OCEAN PARK,RCF, 12/31/2008, 10/31/2008
GB075195A,BROOKINGS,OCEAN PARK,RCF, 09/20/2007, 07/28/2007
GB074212A,BROOKINGS,OCEAN PARK,RCF, 06/28/2007, 04/04/2007
GB073632,BROOKINGS,OCEAN PARK,RCF, 03/23/2007, 01/30/2007
T1141449,BROOKINGS,OCEANIC MEADOWS,RCF, 01/07/2005, 11/12/2004
BC091507,PORTLAND,ODD FELLOWS HOME OF OREGON,RCF, 07/14/2009, 05/29/2009
BC074263,PORTLAND,ODD FELLOWS HOME OF OREGON,RCF, 04/20/2007, 03/16/2007
MR357,PORTLAND,ODD FELLOWS HOME OF OREGON,RCF, 08/22/2003, 06/12/2003
DA116937B,Salem,ORCHARD HEIGHTS MEMORY CARE,RCF, 08/01/2011, 04/28/2011
DA104289,Salem,ORCHARD HEIGHTS MEMORY CARE,RCF, 01/19/2011, 05/11/2010
CO10020,Salem,ORCHARD HEIGHTS MEMORY CARE,RCF, 04/29/2010, 04/20/2010
DA090257,Salem,ORCHARD HEIGHTS MEMORY CARE,RCF, 04/03/2009, 12/27/2008
CO08005,SALEM,ORCHARD HEIGHTS SENIOR COMM.,RCF, 01/18/2008, 12/20/2007
DA074585,SALEM,ORCHARD HEIGHTS SENIOR COMM.,RCF, 07/13/2007, 05/11/2007
DA074244B,SALEM,ORCHARD HEIGHTS SENIOR COMM.,RCF, 06/08/2007, 04/09/2007
CO04090,SALEM,ORCHARD HEIGHTS SENIOR COMM.,RCF, 09/13/2004, 08/18/2004
SL036435,SALEM,ORCHARD HEIGHTS SENIOR COMM.,RCF, 07/02/2003, 05/09/2003
BH179538,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 03/06/2017, 01/27/2017
BH179668,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 02/28/2017, 01/22/2017
BH179327,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 02/28/2017, 01/14/2017
BH179173,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 02/22/2017, 01/03/2017
BH169054,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 02/23/2017, 11/14/2016
BH166970,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 08/31/2016, 06/04/2016
BH165811A,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 06/13/2016, 04/10/2016
BH146004,OREGON CITY,OREGON CITY RESIDENTIAL CARE,RCF, 03/31/2014, 02/04/2014
CK040526A,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/17/2004
CK040526B,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/17/2004
CK040510A,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/04/2004
CK040510B,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/04/2004
CK040510C,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/04/2004
CK040510D,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/04/2004
CK040498A,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 01/10/2005, 11/01/2004
CK040482A,OREGON CITY,OREGON CITY RETIREMENT CENTER,RCF, 11/08/2004, 10/21/2004
MM133301,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 08/01/2013, 05/22/2013
MM132491,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 09/24/2013, 02/18/2013
MM132424,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/28/2013, 02/08/2013
CO13037,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 02/09/2013, 02/08/2013
MM132038A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/12/2013, 01/01/2013
MM132038B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/12/2013, 01/01/2013
MM121982,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/12/2013, 12/24/2012
MM132070,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/22/2013, 12/08/2012
MM132070,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/22/2013, 12/08/2012
MM121539,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 09/24/2013, 11/03/2012
MM121218,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 01/08/2013, 08/23/2012
MM120636A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 01/24/2013, 07/12/2012
MM120130,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 08/02/2012, 05/18/2012
MM129472,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 05/31/2012, 03/08/2012
MM129525,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 07/26/2012, 02/25/2012
MM129307,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 06/26/2012, 01/15/2012
MM118759A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/04/2012, 12/13/2011
MM118758B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/04/2012, 12/13/2011
MM118758A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/04/2012, 12/13/2011
MM118575,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 02/07/2012, 11/24/2011
MM118517,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 02/17/2012, 11/20/2011
MM118293B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 01/19/2012, 10/20/2011
MM118172,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/20/2011, 10/01/2011
MM118172,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/20/2011, 10/01/2011
MM118129,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/20/2011, 09/23/2011
MM117874B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 11/21/2011, 08/19/2011
MM117874A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 11/21/2011, 08/19/2011
MM117769B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/20/2011, 08/11/2011
MM118173,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 11/30/2011, 08/08/2011
MM117635,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/20/2011, 07/25/2011
MM117591B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/26/2011, 07/01/2011
MM116873,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 06/28/2011, 04/16/2011
MM116491,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 06/03/2011, 03/06/2011
MM116236,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/19/2011, 01/21/2011
MM105782,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/04/2011, 11/23/2010
MM105948,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 02/11/2011, 11/18/2010
MM116043,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 01/28/2011, 10/07/2010
MM105070,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/21/2010, 07/10/2010
MM104778,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 09/28/2010, 07/06/2010
MM104038,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 05/28/2010, 04/09/2010
MM103860,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/23/2010, 03/17/2010
MM103756,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/19/2010, 03/06/2010
MM103795A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 05/07/2010, 03/03/2010
MM103603,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 04/14/2010, 02/21/2010
MM103402,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/23/2010, 01/24/2010
CO09118,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 12/22/2009, 12/22/2009
MM092968,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 02/25/2010, 12/21/2009
MM092899,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 02/12/2010, 12/10/2009
MM104885,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/04/2010, 11/04/2009
MM092591,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 12/04/2009, 11/04/2009
MM092593,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 12/11/2009, 10/29/2009
MM092374,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 12/03/2009, 10/16/2009
MM092068A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/22/2009, 09/10/2009
MM092068B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/22/2009, 09/10/2009
MM092085B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/14/2009, 09/05/2009
MM092085C,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/14/2009, 09/05/2009
MM092073,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/26/2009, 09/01/2009
MM091777A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 09/25/2009, 07/12/2009
MM091495,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 07/28/2009, 07/01/2009
MM091438,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 07/28/2009, 06/24/2009
MM091364A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 07/09/2009, 06/16/2009
MM091074B,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 07/02/2009, 05/13/2009
MM090536,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 05/15/2009, 03/17/2009
MM089672,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 01/23/2009, 12/15/2008
MM088505,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/22/2008, 07/30/2008
MM087384,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 07/17/2008, 04/10/2008
MM086603,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 03/04/2008, 01/14/2008
MC075522,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 11/01/2007, 09/11/2007
MC075314A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 10/04/2007, 08/04/2007
MC074772,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 08/01/2007, 05/16/2007
MC074084,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 05/16/2007, 01/30/2007
MC063167A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 12/19/2006, 11/14/2006
MC053783A,MCMINNVILLE,OSPREY COURT MEMORY CARE COMMUNITY,RCF, 12/30/2005, 11/18/2005
BH153831,LAKE OSWEGO,OSWEGO GROVE,RCF, 05/30/2016, 09/07/2015
BH168928,LAKE OSWEGO,OSWEGO GROVE,RCF, 01/31/2017, 07/27/2015
BH134323,LAKE OSWEGO,OSWEGO GROVE,RCF, 10/14/2013, 07/06/2013
BF092316,LAKE OSWEGO,OSWEGO GROVE,RCF, 04/15/2010, 08/22/2009
BC121011,PORTLAND,OUR HOUSE OF PORTLAND,RCF, 11/02/2012, 09/01/2012
BC168305,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 12/28/2016, 10/24/2016
BC153908,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 02/02/2016, 12/08/2015
BC153199,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 11/25/2015, 10/10/2015
BC150639,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 04/23/2015, 03/19/2015
BC147631,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 08/12/2014, 06/09/2014
BC147564,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 07/29/2014, 05/13/2014
BC132313,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 04/10/2013, 01/20/2013
BC132313,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 04/10/2013, 01/20/2013
BC116421,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 04/19/2011, 02/12/2011
CO07024,PORTLAND,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER,RCF, 03/15/2007, 02/16/2007
NB165939,BANDON,PACIFIC VIEW MEMORY CARE COMMUNITY,RCF, 09/15/2016, 05/25/2016
CO14216,BANDON,PACIFIC VIEW MEMORY CARE COMMUNITY,RCF, 10/06/2014, 09/18/2014
NB146729,BANDON,PACIFIC VIEW MEMORY CARE COMMUNITY,RCF, 06/03/2014, 04/12/2014
BC150071,PORTLAND,PACIFICA SENIOR LIVING CALAROGA TERRACE,RCF, 03/31/2015, 01/26/2015
BC149548,PORTLAND,PACIFICA SENIOR LIVING CALAROGA TERRACE,RCF, 03/11/2015, 12/05/2014
BC148451,PORTLAND,PACIFICA SENIOR LIVING CALAROGA TERRACE,RCF, 10/21/2014, 08/08/2014
BC147703,PORTLAND,PACIFICA SENIOR LIVING CALAROGA TERRACE,RCF, 10/21/2014, 07/01/2014
CO13083,PORTLAND,PACIFICA SENIOR LIVING CALAROGA TERRACE,RCF, 05/23/2013, 05/23/2013
BC166867,PORTLAND,PACIFICA SENIOR LIVING PORTLAND,RCF, 09/14/2016, 07/18/2016
BC152529,PORTLAND,PACIFICA SENIOR LIVING PORTLAND,RCF, 09/25/2015, 08/16/2015
BC150768,PORTLAND,PACIFICA SENIOR LIVING PORTLAND,RCF, 05/29/2015, 03/25/2015
BC134837,PORTLAND,PACIFICA SENIOR LIVING PORTLAND,RCF, 12/04/2013, 09/05/2013
BC120098,PORTLAND,PACIFICA SENIOR LIVING PORTLAND,RCF, 07/21/2012, 05/09/2012
T1141444,BROOKINGS,PARKVIEW SPECIAL CARE CENTER,RCF, 07/14/2004, 04/24/2004
T1131426A,BROOKINGS,PARKVIEW SPECIAL CARE CENTER,RCF, 01/16/2004, 10/12/2003
CK074946A,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 07/20/2007, 05/09/2007
CK074377,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 06/11/2007, 04/16/2007
CK074319A,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 05/14/2007, 04/02/2007
CK074319B,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 05/14/2007, 04/02/2007
CK074319C,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 05/14/2007, 04/02/2007
CK073694A,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 03/21/2007, 01/22/2007
CK062153,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 09/12/2006, 06/12/2006
CK061790,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 08/08/2006, 05/14/2006
CK061598,LAKE OSWEGO,"PEARL AT KRUSE WAY, THE",RCF, 08/03/2006, 04/13/2006
KF166293,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 09/05/2016, 06/16/2016
KF166072,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 09/01/2016, 05/28/2016
KF165467,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 06/29/2016, 04/15/2016
KF164420,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 05/27/2016, 01/25/2016
KF154059,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 02/26/2016, 12/28/2015
KF153915A,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 03/09/2016, 12/10/2015
KF153027,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 11/18/2015, 08/11/2015
KF152260B,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 11/20/2015, 07/21/2015
KF152048,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 10/14/2015, 07/12/2015
KF150253,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 05/19/2015, 02/12/2015
KF150228,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 04/14/2015, 02/10/2015
CO15090,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 02/20/2015, 02/05/2015
KF149579,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 01/07/2015, 12/13/2014
KF149546,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 01/12/2015, 12/09/2014
KF149400,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 01/07/2015, 11/28/2014
KF149066,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 01/26/2015, 10/28/2014
KF148513,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 10/17/2014, 09/10/2014
KF148513,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 10/17/2014, 09/10/2014
KF147329,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 10/07/2014, 06/07/2014
KF146061,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 04/07/2014, 02/08/2014
KF135245,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 02/07/2014, 11/28/2013
KF135245,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 02/07/2014, 11/28/2013
KF129154,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 04/03/2012, 02/05/2012
KF128888,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 01/30/2012, 12/28/2011
KF118320,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 12/21/2011, 10/28/2011
KF118164,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 11/10/2011, 10/03/2011
KF104764A,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 11/12/2010, 07/09/2010
KF104764B,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 11/12/2010, 07/09/2010
KF104124,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 01/26/2012, 04/26/2010
KF089503A,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 03/06/2009, 11/03/2008
KF089503B,KLAMATH FALLS,PELICAN POINTE MEMORY CARE COMMUNITY,RCF, 03/06/2009, 11/03/2008
