abuse_number,city_name,fac_type,inv_comp_date,online_fac_name,online_incident_date
BC118481,PORTLAND,RCF, 07/12/2012,MT. SCOTT RESIDENTIAL CARE HOME, 10/20/2011
BC092757,PORTLAND,RCF, 12/11/2009,MT. SCOTT RESIDENTIAL CARE HOME, 11/22/2009
BC091747,PORTLAND,RCF, 08/11/2009,MT. SCOTT RESIDENTIAL CARE HOME, 07/28/2009
BH105356A,GRESHAM,RCF, 11/18/2010,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY, 09/16/2010
BH105356A,GRESHAM,RCF, 11/18/2010,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY, 09/16/2010
BH105356B,GRESHAM,RCF, 11/18/2010,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY, 09/16/2010
BH105356B,GRESHAM,RCF, 11/18/2010,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY, 09/16/2010
CO10087,GRESHAM,RCF, 09/20/2010,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY, 09/16/2010
CO10099,GRESHAM,RCF, 09/20/2010,MT.VIEW ESTATES RESIDENTIAL CARE FACILITY, 09/16/2010
NB168691,MYRTLE POINT,RCF, 02/28/2017,MYRTLE POINT CARE CENTER RCF, 12/05/2016
AS062117,SEASIDE,RCF, 07/26/2006,NECANICUM VILLAGE, 06/25/2006
CO06028,SEASIDE,RCF, 03/31/2006,NECANICUM VILLAGE, 03/09/2006
CO04048,SEASIDE,RCF, 06/14/2004,NECANICUM VILLAGE, 06/11/2004
SS61013,SEASIDE,RCF, 06/07/2004,NECANICUM VILLAGE, 02/07/2004
AS134063,SEASIDE,RCF, 07/02/2014,NECANICUM VILLAGE MEMORY CARE, 08/06/2013
AS133008B,SEASIDE,RCF, 01/28/2015,NECANICUM VILLAGE MEMORY CARE, 04/17/2013
AS129342,SEASIDE,RCF, 05/31/2012,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 02/26/2012
AS128912,SEASIDE,RCF, 03/19/2012,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 01/01/2012
CO12001,SEASIDE,RCF, 12/30/2011,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 12/07/2011
AS118425,SEASIDE,RCF, 02/23/2012,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 11/07/2011
AS116440,SEASIDE,RCF, 06/30/2011,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 03/01/2011
AS090660,SEASIDE,RCF, 05/06/2009,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 03/23/2009
AS099894,SEASIDE,RCF, 04/13/2009,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 01/09/2009
AS088743,SEASIDE,RCF, 11/14/2008,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 08/24/2008
AS087633,SEASIDE,RCF, 08/08/2008,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 05/10/2008
CO07112,SEASIDE,RCF, 10/08/2007,NECANICUM VILLAGE MEMORY CARE COMMUNITY, 09/20/2007
CO14131,GRESHAM,RCF, 06/03/2014,O'HARA'S MANOR, 06/03/2014
BC129481A,GRESHAM,RCF, 04/19/2012,O'HARA'S MANOR, 03/01/2012
BC129481B,GRESHAM,RCF, 04/19/2012,O'HARA'S MANOR, 03/01/2012
ES118721,EUGENE,RCF, 03/08/2012,OAKTREE RESIDENTIAL LIVING, 11/23/2011
ES116889,EUGENE,RCF, 10/19/2011,OAKTREE RESIDENTIAL LIVING, 05/01/2011
ES086858,EUGENE,RCF, 04/07/2008,OAKTREE RESIDENTIAL LIVING, 02/09/2008
ES101395,EUGENE,RCF, 12/07/2006,OAKTREE RESIDENTIAL LIVING, 10/10/2006
EG100362B,EUGENE,RCF, 08/16/2005,OAKTREE RESIDENTIAL LIVING, 08/08/2005
CK030011B,MILWAUKIE,RCF, 01/21/2003,OATFIELD ESTATES - HOOD HOUSE, 01/08/2003
CK040080,MILWAUKIE,RCF, 05/17/2004,OATFIELD ESTATES - JEFFERSON HOUSE, 02/01/2004
GB166057B,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057B,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057C,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057C,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057A,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057A,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057E,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057E,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057F,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057F,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057G,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057G,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057H,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB166057H,BROOKINGS,RCF, 07/20/2016,OCEAN PARK, 03/07/2016
GB165279,BROOKINGS,RCF, 07/08/2016,OCEAN PARK, 03/07/2016
GB165279,BROOKINGS,RCF, 07/08/2016,OCEAN PARK, 03/07/2016
GB149644,BROOKINGS,RCF, 03/10/2015,OCEAN PARK, 12/20/2014
GB147615,BROOKINGS,RCF, 09/03/2014,OCEAN PARK, 05/27/2014
GB146420,BROOKINGS,RCF, 05/13/2014,OCEAN PARK, 03/19/2014
GB145554,BROOKINGS,RCF, 03/05/2014,OCEAN PARK, 12/24/2013
GB134737,BROOKINGS,RCF, 12/16/2013,OCEAN PARK, 10/16/2013
CO13036,BROOKINGS,RCF, 02/27/2013,OCEAN PARK, 02/21/2013
GB117473A,BROOKINGS,RCF, 09/06/2011,OCEAN PARK, 03/21/2011
GB117473A,BROOKINGS,RCF, 09/06/2011,OCEAN PARK, 03/21/2011
GB117473B,BROOKINGS,RCF, 09/06/2011,OCEAN PARK, 03/21/2011
GB091033,BROOKINGS,RCF, 07/06/2009,OCEAN PARK, 05/12/2009
GB089232,BROOKINGS,RCF, 12/31/2008,OCEAN PARK, 10/31/2008
GB075195A,BROOKINGS,RCF, 09/20/2007,OCEAN PARK, 07/28/2007
GB074212A,BROOKINGS,RCF, 06/28/2007,OCEAN PARK, 04/04/2007
GB073632,BROOKINGS,RCF, 03/23/2007,OCEAN PARK, 01/30/2007
T1141449,BROOKINGS,RCF, 01/07/2005,OCEANIC MEADOWS, 11/12/2004
BC091507,PORTLAND,RCF, 07/14/2009,ODD FELLOWS HOME OF OREGON, 05/29/2009
BC074263,PORTLAND,RCF, 04/20/2007,ODD FELLOWS HOME OF OREGON, 03/16/2007
MR357,PORTLAND,RCF, 08/22/2003,ODD FELLOWS HOME OF OREGON, 06/12/2003
DA116937B,SALEM,RCF, 08/01/2011,ORCHARD HEIGHTS MEMORY CARE, 04/28/2011
DA104289,SALEM,RCF, 01/19/2011,ORCHARD HEIGHTS MEMORY CARE, 05/11/2010
CO10020,SALEM,RCF, 04/29/2010,ORCHARD HEIGHTS MEMORY CARE, 04/20/2010
DA090257,SALEM,RCF, 04/03/2009,ORCHARD HEIGHTS MEMORY CARE, 12/27/2008
CO08005,SALEM,RCF, 01/18/2008,ORCHARD HEIGHTS SENIOR COMM., 12/20/2007
DA074585,SALEM,RCF, 07/13/2007,ORCHARD HEIGHTS SENIOR COMM., 05/11/2007
DA074244B,SALEM,RCF, 06/08/2007,ORCHARD HEIGHTS SENIOR COMM., 04/09/2007
CO04090,SALEM,RCF, 09/13/2004,ORCHARD HEIGHTS SENIOR COMM., 08/18/2004
SL036435,SALEM,RCF, 07/02/2003,ORCHARD HEIGHTS SENIOR COMM., 05/09/2003
BH179538,OREGON CITY,RCF, 03/06/2017,OREGON CITY RESIDENTIAL CARE, 01/27/2017
BH179668,OREGON CITY,RCF, 02/28/2017,OREGON CITY RESIDENTIAL CARE, 01/22/2017
BH179327,OREGON CITY,RCF, 02/28/2017,OREGON CITY RESIDENTIAL CARE, 01/14/2017
BH179173,OREGON CITY,RCF, 02/22/2017,OREGON CITY RESIDENTIAL CARE, 01/03/2017
BH169054,OREGON CITY,RCF, 02/23/2017,OREGON CITY RESIDENTIAL CARE, 11/14/2016
BH166970,OREGON CITY,RCF, 08/31/2016,OREGON CITY RESIDENTIAL CARE, 06/04/2016
BH165811A,OREGON CITY,RCF, 06/13/2016,OREGON CITY RESIDENTIAL CARE, 04/10/2016
BH146004,OREGON CITY,RCF, 03/31/2014,OREGON CITY RESIDENTIAL CARE, 02/04/2014
CK040526A,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/17/2004
CK040526B,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/17/2004
CK040510A,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/04/2004
CK040510B,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/04/2004
CK040510C,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/04/2004
CK040510D,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/04/2004
CK040498A,OREGON CITY,RCF, 01/10/2005,OREGON CITY RETIREMENT CENTER, 11/01/2004
CK040482A,OREGON CITY,RCF, 11/08/2004,OREGON CITY RETIREMENT CENTER, 10/21/2004
MM133301,MCMINNVILLE,RCF, 08/01/2013,OSPREY COURT MEMORY CARE COMMUNITY, 05/22/2013
MM132491,MCMINNVILLE,RCF, 09/24/2013,OSPREY COURT MEMORY CARE COMMUNITY, 02/18/2013
MM132424,MCMINNVILLE,RCF, 03/28/2013,OSPREY COURT MEMORY CARE COMMUNITY, 02/08/2013
CO13037,MCMINNVILLE,RCF, 02/09/2013,OSPREY COURT MEMORY CARE COMMUNITY, 02/08/2013
MM132038A,MCMINNVILLE,RCF, 03/12/2013,OSPREY COURT MEMORY CARE COMMUNITY, 01/01/2013
MM132038B,MCMINNVILLE,RCF, 03/12/2013,OSPREY COURT MEMORY CARE COMMUNITY, 01/01/2013
MM121982,MCMINNVILLE,RCF, 03/12/2013,OSPREY COURT MEMORY CARE COMMUNITY, 12/24/2012
MM132070,MCMINNVILLE,RCF, 03/22/2013,OSPREY COURT MEMORY CARE COMMUNITY, 12/08/2012
MM132070,MCMINNVILLE,RCF, 03/22/2013,OSPREY COURT MEMORY CARE COMMUNITY, 12/08/2012
MM121539,MCMINNVILLE,RCF, 09/24/2013,OSPREY COURT MEMORY CARE COMMUNITY, 11/03/2012
MM121218,MCMINNVILLE,RCF, 01/08/2013,OSPREY COURT MEMORY CARE COMMUNITY, 08/23/2012
MM120636A,MCMINNVILLE,RCF, 01/24/2013,OSPREY COURT MEMORY CARE COMMUNITY, 07/12/2012
MM120130,MCMINNVILLE,RCF, 08/02/2012,OSPREY COURT MEMORY CARE COMMUNITY, 05/18/2012
MM129472,MCMINNVILLE,RCF, 05/31/2012,OSPREY COURT MEMORY CARE COMMUNITY, 03/08/2012
MM129525,MCMINNVILLE,RCF, 07/26/2012,OSPREY COURT MEMORY CARE COMMUNITY, 02/25/2012
MM129307,MCMINNVILLE,RCF, 06/26/2012,OSPREY COURT MEMORY CARE COMMUNITY, 01/15/2012
MM118759A,MCMINNVILLE,RCF, 04/04/2012,OSPREY COURT MEMORY CARE COMMUNITY, 12/13/2011
MM118758B,MCMINNVILLE,RCF, 04/04/2012,OSPREY COURT MEMORY CARE COMMUNITY, 12/13/2011
MM118758A,MCMINNVILLE,RCF, 04/04/2012,OSPREY COURT MEMORY CARE COMMUNITY, 12/13/2011
MM118575,MCMINNVILLE,RCF, 02/07/2012,OSPREY COURT MEMORY CARE COMMUNITY, 11/24/2011
MM118517,MCMINNVILLE,RCF, 02/17/2012,OSPREY COURT MEMORY CARE COMMUNITY, 11/20/2011
MM118293B,MCMINNVILLE,RCF, 01/19/2012,OSPREY COURT MEMORY CARE COMMUNITY, 10/20/2011
MM118172,MCMINNVILLE,RCF, 10/20/2011,OSPREY COURT MEMORY CARE COMMUNITY, 10/01/2011
MM118172,MCMINNVILLE,RCF, 10/20/2011,OSPREY COURT MEMORY CARE COMMUNITY, 10/01/2011
MM118129,MCMINNVILLE,RCF, 10/20/2011,OSPREY COURT MEMORY CARE COMMUNITY, 09/23/2011
MM117874B,MCMINNVILLE,RCF, 11/21/2011,OSPREY COURT MEMORY CARE COMMUNITY, 08/19/2011
MM117874A,MCMINNVILLE,RCF, 11/21/2011,OSPREY COURT MEMORY CARE COMMUNITY, 08/19/2011
MM117769B,MCMINNVILLE,RCF, 10/20/2011,OSPREY COURT MEMORY CARE COMMUNITY, 08/11/2011
MM118173,MCMINNVILLE,RCF, 11/30/2011,OSPREY COURT MEMORY CARE COMMUNITY, 08/08/2011
MM117635,MCMINNVILLE,RCF, 10/20/2011,OSPREY COURT MEMORY CARE COMMUNITY, 07/25/2011
MM117591B,MCMINNVILLE,RCF, 10/26/2011,OSPREY COURT MEMORY CARE COMMUNITY, 07/01/2011
MM116873,MCMINNVILLE,RCF, 06/28/2011,OSPREY COURT MEMORY CARE COMMUNITY, 04/16/2011
MM116491,MCMINNVILLE,RCF, 06/03/2011,OSPREY COURT MEMORY CARE COMMUNITY, 03/06/2011
MM116236,MCMINNVILLE,RCF, 04/19/2011,OSPREY COURT MEMORY CARE COMMUNITY, 01/21/2011
MM105782,MCMINNVILLE,RCF, 03/04/2011,OSPREY COURT MEMORY CARE COMMUNITY, 11/23/2010
MM105948,MCMINNVILLE,RCF, 02/11/2011,OSPREY COURT MEMORY CARE COMMUNITY, 11/18/2010
MM116043,MCMINNVILLE,RCF, 01/28/2011,OSPREY COURT MEMORY CARE COMMUNITY, 10/07/2010
MM105070,MCMINNVILLE,RCF, 10/21/2010,OSPREY COURT MEMORY CARE COMMUNITY, 07/10/2010
MM104778,MCMINNVILLE,RCF, 09/28/2010,OSPREY COURT MEMORY CARE COMMUNITY, 07/06/2010
MM104038,MCMINNVILLE,RCF, 05/28/2010,OSPREY COURT MEMORY CARE COMMUNITY, 04/09/2010
MM103860,MCMINNVILLE,RCF, 04/23/2010,OSPREY COURT MEMORY CARE COMMUNITY, 03/17/2010
MM103756,MCMINNVILLE,RCF, 04/19/2010,OSPREY COURT MEMORY CARE COMMUNITY, 03/06/2010
MM103795A,MCMINNVILLE,RCF, 05/07/2010,OSPREY COURT MEMORY CARE COMMUNITY, 03/03/2010
MM103603,MCMINNVILLE,RCF, 04/14/2010,OSPREY COURT MEMORY CARE COMMUNITY, 02/21/2010
MM103402,MCMINNVILLE,RCF, 03/23/2010,OSPREY COURT MEMORY CARE COMMUNITY, 01/24/2010
CO09118,MCMINNVILLE,RCF, 12/22/2009,OSPREY COURT MEMORY CARE COMMUNITY, 12/22/2009
MM092968,MCMINNVILLE,RCF, 02/25/2010,OSPREY COURT MEMORY CARE COMMUNITY, 12/21/2009
MM092899,MCMINNVILLE,RCF, 02/12/2010,OSPREY COURT MEMORY CARE COMMUNITY, 12/10/2009
MM104885,MCMINNVILLE,RCF, 10/04/2010,OSPREY COURT MEMORY CARE COMMUNITY, 11/04/2009
MM092591,MCMINNVILLE,RCF, 12/04/2009,OSPREY COURT MEMORY CARE COMMUNITY, 11/04/2009
MM092593,MCMINNVILLE,RCF, 12/11/2009,OSPREY COURT MEMORY CARE COMMUNITY, 10/29/2009
MM092374,MCMINNVILLE,RCF, 12/03/2009,OSPREY COURT MEMORY CARE COMMUNITY, 10/16/2009
MM092068A,MCMINNVILLE,RCF, 10/22/2009,OSPREY COURT MEMORY CARE COMMUNITY, 09/10/2009
MM092068B,MCMINNVILLE,RCF, 10/22/2009,OSPREY COURT MEMORY CARE COMMUNITY, 09/10/2009
MM092085B,MCMINNVILLE,RCF, 10/14/2009,OSPREY COURT MEMORY CARE COMMUNITY, 09/05/2009
MM092085C,MCMINNVILLE,RCF, 10/14/2009,OSPREY COURT MEMORY CARE COMMUNITY, 09/05/2009
MM092073,MCMINNVILLE,RCF, 10/26/2009,OSPREY COURT MEMORY CARE COMMUNITY, 09/01/2009
MM091777A,MCMINNVILLE,RCF, 09/25/2009,OSPREY COURT MEMORY CARE COMMUNITY, 07/12/2009
MM091495,MCMINNVILLE,RCF, 07/28/2009,OSPREY COURT MEMORY CARE COMMUNITY, 07/01/2009
MM091438,MCMINNVILLE,RCF, 07/28/2009,OSPREY COURT MEMORY CARE COMMUNITY, 06/24/2009
MM091364A,MCMINNVILLE,RCF, 07/09/2009,OSPREY COURT MEMORY CARE COMMUNITY, 06/16/2009
MM091074B,MCMINNVILLE,RCF, 07/02/2009,OSPREY COURT MEMORY CARE COMMUNITY, 05/13/2009
MM090536,MCMINNVILLE,RCF, 05/15/2009,OSPREY COURT MEMORY CARE COMMUNITY, 03/17/2009
MM089672,MCMINNVILLE,RCF, 01/23/2009,OSPREY COURT MEMORY CARE COMMUNITY, 12/15/2008
MM088505,MCMINNVILLE,RCF, 10/22/2008,OSPREY COURT MEMORY CARE COMMUNITY, 07/30/2008
MM087384,MCMINNVILLE,RCF, 07/17/2008,OSPREY COURT MEMORY CARE COMMUNITY, 04/10/2008
MM086603,MCMINNVILLE,RCF, 03/04/2008,OSPREY COURT MEMORY CARE COMMUNITY, 01/14/2008
MC075522,MCMINNVILLE,RCF, 11/01/2007,OSPREY COURT MEMORY CARE COMMUNITY, 09/11/2007
MC075314A,MCMINNVILLE,RCF, 10/04/2007,OSPREY COURT MEMORY CARE COMMUNITY, 08/04/2007
MC074772,MCMINNVILLE,RCF, 08/01/2007,OSPREY COURT MEMORY CARE COMMUNITY, 05/16/2007
MC074084,MCMINNVILLE,RCF, 05/16/2007,OSPREY COURT MEMORY CARE COMMUNITY, 01/30/2007
MC063167A,MCMINNVILLE,RCF, 12/19/2006,OSPREY COURT MEMORY CARE COMMUNITY, 11/14/2006
MC053783A,MCMINNVILLE,RCF, 12/30/2005,OSPREY COURT MEMORY CARE COMMUNITY, 11/18/2005
BH153831,LAKE OSWEGO,RCF, 05/30/2016,OSWEGO GROVE, 09/07/2015
BH168928,LAKE OSWEGO,RCF, 01/31/2017,OSWEGO GROVE, 07/27/2015
BH134323,LAKE OSWEGO,RCF, 10/14/2013,OSWEGO GROVE, 07/06/2013
BF092316,LAKE OSWEGO,RCF, 04/15/2010,OSWEGO GROVE, 08/22/2009
BC121011,PORTLAND,RCF, 11/02/2012,OUR HOUSE OF PORTLAND, 09/01/2012
BC168305,PORTLAND,RCF, 12/28/2016,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 10/24/2016
BC153908,PORTLAND,RCF, 02/02/2016,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 12/08/2015
BC153199,PORTLAND,RCF, 11/25/2015,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 10/10/2015
BC150639,PORTLAND,RCF, 04/23/2015,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 03/19/2015
BC147631,PORTLAND,RCF, 08/12/2014,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 06/09/2014
BC147564,PORTLAND,RCF, 07/29/2014,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 05/13/2014
BC132313,PORTLAND,RCF, 04/10/2013,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 01/20/2013
BC132313,PORTLAND,RCF, 04/10/2013,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 01/20/2013
BC116421,PORTLAND,RCF, 04/19/2011,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 02/12/2011
CO07024,PORTLAND,RCF, 03/15/2007,PACIFIC GARDENS ALZHEIMER'S SPECIAL CARE CENTER, 02/16/2007
NB165939,BANDON,RCF, 09/15/2016,PACIFIC VIEW MEMORY CARE COMMUNITY, 05/25/2016
CO14216,BANDON,RCF, 10/06/2014,PACIFIC VIEW MEMORY CARE COMMUNITY, 09/18/2014
NB146729,BANDON,RCF, 06/03/2014,PACIFIC VIEW MEMORY CARE COMMUNITY, 04/12/2014
BC150071,PORTLAND,RCF, 03/31/2015,PACIFICA SENIOR LIVING CALAROGA TERRACE, 01/26/2015
BC149548,PORTLAND,RCF, 03/11/2015,PACIFICA SENIOR LIVING CALAROGA TERRACE, 12/05/2014
BC148451,PORTLAND,RCF, 10/21/2014,PACIFICA SENIOR LIVING CALAROGA TERRACE, 08/08/2014
BC147703,PORTLAND,RCF, 10/21/2014,PACIFICA SENIOR LIVING CALAROGA TERRACE, 07/01/2014
CO13083,PORTLAND,RCF, 05/23/2013,PACIFICA SENIOR LIVING CALAROGA TERRACE, 05/23/2013
BC166867,PORTLAND,RCF, 09/14/2016,PACIFICA SENIOR LIVING PORTLAND, 07/18/2016
BC152529,PORTLAND,RCF, 09/25/2015,PACIFICA SENIOR LIVING PORTLAND, 08/16/2015
BC150768,PORTLAND,RCF, 05/29/2015,PACIFICA SENIOR LIVING PORTLAND, 03/25/2015
BC134837,PORTLAND,RCF, 12/04/2013,PACIFICA SENIOR LIVING PORTLAND, 09/05/2013
BC120098,PORTLAND,RCF, 07/21/2012,PACIFICA SENIOR LIVING PORTLAND, 05/09/2012
T1141444,BROOKINGS,RCF, 07/14/2004,PARKVIEW SPECIAL CARE CENTER, 04/24/2004
T1131426A,BROOKINGS,RCF, 01/16/2004,PARKVIEW SPECIAL CARE CENTER, 10/12/2003
CK074946A,LAKE OSWEGO,RCF, 07/20/2007,"PEARL AT KRUSE WAY, THE", 05/09/2007
CK074377,LAKE OSWEGO,RCF, 06/11/2007,"PEARL AT KRUSE WAY, THE", 04/16/2007
CK074319A,LAKE OSWEGO,RCF, 05/14/2007,"PEARL AT KRUSE WAY, THE", 04/02/2007
CK074319B,LAKE OSWEGO,RCF, 05/14/2007,"PEARL AT KRUSE WAY, THE", 04/02/2007
CK074319C,LAKE OSWEGO,RCF, 05/14/2007,"PEARL AT KRUSE WAY, THE", 04/02/2007
CK073694A,LAKE OSWEGO,RCF, 03/21/2007,"PEARL AT KRUSE WAY, THE", 01/22/2007
CK062153,LAKE OSWEGO,RCF, 09/12/2006,"PEARL AT KRUSE WAY, THE", 06/12/2006
CK061790,LAKE OSWEGO,RCF, 08/08/2006,"PEARL AT KRUSE WAY, THE", 05/14/2006
CK061598,LAKE OSWEGO,RCF, 08/03/2006,"PEARL AT KRUSE WAY, THE", 04/13/2006
KF166591,KLAMATH FALLS,RCF, 11/16/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 07/10/2016
KF166293,KLAMATH FALLS,RCF, 09/05/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 06/16/2016
KF166072,KLAMATH FALLS,RCF, 09/01/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 05/28/2016
KF165467,KLAMATH FALLS,RCF, 06/29/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 04/15/2016
KF164420,KLAMATH FALLS,RCF, 05/27/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 01/25/2016
KF154059,KLAMATH FALLS,RCF, 02/26/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 12/28/2015
KF153915A,KLAMATH FALLS,RCF, 03/09/2016,PELICAN POINTE MEMORY CARE COMMUNITY, 12/10/2015
KF153027,KLAMATH FALLS,RCF, 11/18/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 08/11/2015
KF152260B,KLAMATH FALLS,RCF, 11/20/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 07/21/2015
KF152048,KLAMATH FALLS,RCF, 10/14/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 07/12/2015
KF150253,KLAMATH FALLS,RCF, 05/19/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 02/12/2015
KF150228,KLAMATH FALLS,RCF, 04/14/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 02/10/2015
CO15090,KLAMATH FALLS,RCF, 02/20/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 02/05/2015
KF149579,KLAMATH FALLS,RCF, 01/07/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 12/13/2014
KF149546,KLAMATH FALLS,RCF, 01/12/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 12/09/2014
KF149400,KLAMATH FALLS,RCF, 01/07/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 11/28/2014
KF149066,KLAMATH FALLS,RCF, 01/26/2015,PELICAN POINTE MEMORY CARE COMMUNITY, 10/28/2014
KF148513,KLAMATH FALLS,RCF, 10/17/2014,PELICAN POINTE MEMORY CARE COMMUNITY, 09/10/2014
KF148513,KLAMATH FALLS,RCF, 10/17/2014,PELICAN POINTE MEMORY CARE COMMUNITY, 09/10/2014
KF147329,KLAMATH FALLS,RCF, 10/07/2014,PELICAN POINTE MEMORY CARE COMMUNITY, 06/07/2014
KF146061,KLAMATH FALLS,RCF, 04/07/2014,PELICAN POINTE MEMORY CARE COMMUNITY, 02/08/2014
KF135245,KLAMATH FALLS,RCF, 02/07/2014,PELICAN POINTE MEMORY CARE COMMUNITY, 11/28/2013
KF135245,KLAMATH FALLS,RCF, 02/07/2014,PELICAN POINTE MEMORY CARE COMMUNITY, 11/28/2013
KF129154,KLAMATH FALLS,RCF, 04/03/2012,PELICAN POINTE MEMORY CARE COMMUNITY, 02/05/2012
KF128888,KLAMATH FALLS,RCF, 01/30/2012,PELICAN POINTE MEMORY CARE COMMUNITY, 12/28/2011
KF118320,KLAMATH FALLS,RCF, 12/21/2011,PELICAN POINTE MEMORY CARE COMMUNITY, 10/28/2011
KF118164,KLAMATH FALLS,RCF, 11/10/2011,PELICAN POINTE MEMORY CARE COMMUNITY, 10/03/2011
KF104764A,KLAMATH FALLS,RCF, 11/12/2010,PELICAN POINTE MEMORY CARE COMMUNITY, 07/09/2010
KF104764B,KLAMATH FALLS,RCF, 11/12/2010,PELICAN POINTE MEMORY CARE COMMUNITY, 07/09/2010
KF104124,KLAMATH FALLS,RCF, 01/26/2012,PELICAN POINTE MEMORY CARE COMMUNITY, 04/26/2010
KF089503A,KLAMATH FALLS,RCF, 03/06/2009,PELICAN POINTE MEMORY CARE COMMUNITY, 11/03/2008
KF089503B,KLAMATH FALLS,RCF, 03/06/2009,PELICAN POINTE MEMORY CARE COMMUNITY, 11/03/2008
CK099800B,MOLALLA,RCF, 03/24/2009,PHEASANT POINTE MEMORY CARE, 11/10/2008
EG100161B,SPRINGFIELD,RCF, 08/05/2005,PHOENIX RESIDENTIAL CARE, 05/09/2005
CO05004,SPRINGFIELD,RCF, 01/25/2005,PHOENIX RESIDENTIAL CARE, 01/24/2005
CO05007,SPRINGFIELD,RCF, 02/04/2005,PHOENIX RESIDENTIAL CARE, 01/24/2005
EG99717A,SPRINGFIELD,RCF, 12/22/2004,PHOENIX RESIDENTIAL CARE, 12/07/2004
EG99078,SPRINGFIELD,RCF, 06/14/2004,PHOENIX RESIDENTIAL CARE, 03/28/2004
CO04042,SPRINGFIELD,RCF, 04/12/2004,PHOENIX RESIDENTIAL CARE, 03/24/2004
EG99033B,SPRINGFIELD,RCF, 03/29/2004,PHOENIX RESIDENTIAL CARE, 03/18/2004
CO04023,SPRINGFIELD,RCF, 03/17/2004,PHOENIX RESIDENTIAL CARE, 03/17/2004
EG98986C,SPRINGFIELD,RCF, 03/31/2004,PHOENIX RESIDENTIAL CARE, 02/26/2004
EG98990,SPRINGFIELD,RCF, 03/31/2004,PHOENIX RESIDENTIAL CARE, 02/26/2004
